NationalitÃ©;Club;championnat ;Nom;Position;Note;VIT;TIR;PAS;DRI;DEF;PHY
Espagne;FC Barcelona;La Liga;#456 Lamine Yamal;456;81;82;75;76;82;23;48
CÃ´te d'Ivoire;OL;Ligue 1;#456 Wilfried Zaha;456;81;86;78;73;85;37;75
Pologne;Inter milan;Serie A;#456 Piotr ZieliÅ„ski;456;81;78;76;80;83;71;62
Espagne;Real Sociedad;La Liga;#456 Zubimendi;456;81;64;67;75;77;78;71
Danemark;Fulham;Premier League;#575 Joachim Andersen;575;80;52;57;72;66;79;84
France;LOSC Lille;Ligue 1;#575 Benjamin AndrÃ©;575;80;61;64;73;75;78;83
Autriche;Inter milan;Serie A;#575 Marko ArnautoviÄ‡;575;80;70;79;78;79;44;78
Allemagne;VfL Wolfsburg;Bundesliga;#575 Maximilian Arnold;575;80;63;79;79;77;76;76
France;Paris SG;Ligue 1;#575 Bradley Barcola;575;80;88;74;75;81;34;64
Angleterre;Newcastle Utd;Premier League;#575 Harvey Barnes;575;80;85;78;75;81;43;68
Autriche;RB Leipzig;Bundesliga;#575 Christoph Baumgartner;575;80;77;74;74;82;47;60
Mali;Spurs;Premier League;#575 Yves Bissouma;575;80;71;67;75;81;78;77
Pays-Bas;Girona FC;La Liga;#575 Daley Blind;575;80;36;62;83;77;83;70
BrÃ©sil;Borussia Dortmund;Bundesliga;#575 Yan Couto;575;80;85;61;76;81;72;64
Italie;SSC Napoli;Serie A;#575 Alessandro Buongiorno;575;80;65;45;69;65;82;76
Italie;AC milan;Serie A;#575 Davide Calabria;575;80;78;57;70;76;79;71
France;LOSC Lille;Ligue 1;#575 Lucas Chevalier;575;80;80;79;72;83;45;78
Nigeria;AC milan;Serie A;#575 Samuel Chukwueze;575;80;88;74;74;83;36;61
France;OGC Nice;Ligue 1;#575 Jonathan Clauss;575;80;88;69;76;78;73;69
Autriche;RC Lens;Ligue 1;#575 Kevin Danso;575;80;75;32;57;62;80;85
BrÃ©sil;AFC Bournemouth;Premier League;#575 Evanilson;575;80;76;78;65;78;37;80
Espagne;Athletic Club;La Liga;#575 De Marcos;575;80;79;64;74;75;77;78
Italie;Juventus;Serie A;#575 Michele Di Gregorio;575;80;82;78;78;82;56;82
Angleterre;FC Bayern MÃ¼nchen;Bundesliga;#575 Eric Dier;575;80;58;63;70;63;81;81
Belgique;Manchester City;Premier League;#575 JÃ©rÃ©my Doku;575;80;92;72;73;86;30;68
BrÃ©sil;Atalanta Bergame;Serie A;#575 Ã‰derson;575;80;72;68;75;79;77;80
Japon;Liverpool;Premier League;#575 Wataru Endo;575;80;60;68;71;78;79;76
Ã‰quateur;Brighton;Premier League;#575 Pervis EstupiÃ±Ã¡n;575;80;78;57;75;79;77;75
Italie;Lecce;Serie A;#575 Wladimiro Falcone;575;80;83;79;75;84;27;76
Portugal;Chelsea;Premier League;#575 JoÃ£o FÃ©lix;575;80;80;78;77;84;40;67
Espagne;Sevilla FC;La Liga;#575 Suso;575;80;72;76;80;83;32;51
Argentine;Villarreal CF;La Liga;#575 Juan Foyth;575;80;71;46;71;72;81;77
Espagne;AtlÃ©tico Madrid;La Liga;#575 Javi GalÃ¡n;575;80;79;56;74;79;77;72
Espagne;Valencia CF;La Liga;#575 Pepelu;575;80;68;70;80;77;75;78
Angleterre;Liverpool;Premier League;#575 Joe Gomez;575;80;82;28;71;72;80;79
Argentine;Juventus;Serie A;#575 NicolÃ¡s GonzÃ¡lez;575;80;85;76;73;83;45;62
Allemagne;Francfort;Bundesliga;#575 Mario GÃ¶tze;575;80;55;74;83;83;55;69
Italie;SC Freiburg;Bundesliga;#575 Vincenzo Grifo;575;80;69;77;82;81;43;64
Serbie;Sevilla FC;La Liga;#575 Nemanja Gudelj;575;80;54;73;78;70;79;85
Islande;Fiorentina;Serie A;#575 Albert GuÃ°mundsson;575;80;87;79;70;83;37;72
France;Lazio;Serie A;#575 MattÃ©o Guendouzi;575;80;72;71;78;79;75;81
France;Chelsea;Premier League;#575 Malo Gusto;575;80;88;49;75;78;73;75
Espagne;Girona FC;La Liga;#575 Miguel GutiÃ©rrez;575;80;81;64;76;80;75;72
Mali;RB Leipzig;Bundesliga;#575 Amadou Haidara;575;80;66;72;79;81;72;69
Danemark;OM;Ligue 1;#575 Pierre-Emile HÃ¸jbjerg;575;80;50;73;76;74;77;80
France;AtlÃ©tico Madrid;La Liga;#575 Thomas Lemar;575;80;81;77;81;83;67;64
Argentine;Real Betis;La Liga;#575 Giovani Lo Celso;575;80;69;74;81;83;68;71
Espagne;Girona FC;La Liga;#575 David LÃ³pez;575;80;45;60;71;66;82;75
Angleterre;Man Utd;Premier League;#575 Harry Maguire;575;80;37;57;70;65;80;82
Mozambique;AtlÃ©tico Madrid;La Liga;#575 Reinildo;575;80;84;55;68;75;78;79
Espagne;Girona FC;La Liga;#575 IvÃ¡n MartÃ­n;575;80;75;75;79;81;68;63
Serbie;OL;Ligue 1;#575 Nemanja MatiÄ‡;575;80;35;67;76;76;78;78
Cameroun;Brentford;Premier League;#575 Bryan Mbeumo;575;80;84;80;74;80;49;76
Argentine;RC Lens;Ligue 1;#575 Facundo Medina;575;80;73;36;69;72;80;79
Colombie;Crystal Palace;Premier League;#575 Daniel MuÃ±oz;575;80;84;66;72;76;75;82
Kosovo;RCD Majorque;La Liga;#575 Vedat Muriqi;575;80;53;82;63;73;29;82
Espagne;Sevilla FC;La Liga;#575 JesÃºs Navas;575;80;81;68;79;80;76;55
BrÃ©sil;SSC Napoli;Serie A;#575 David Neres;575;80;86;75;75;86;43;64
Allemagne;VfB Stuttgart;Bundesliga;#575 Alexander NÃ¼bel;575;80;81;76;81;82;48;78
Croatie;Atalanta Bergame;Serie A;#575 Mario PaÅ¡aliÄ‡;575;80;69;78;77;81;67;77
Italie;SSC Napoli;Serie A;#575 Matteo Politano;575;80;80;78;78;83;42;54
Kosovo;SSC Napoli;Serie A;#575 Amir Rrahmani;575;80;69;51;58;61;82;78
Espagne;Athletic Club;La Liga;#575 Ruiz de Galarreta;575;80;72;65;77;79;77;76
BrÃ©sil;Aston Villa;Premier League;#575 Diego Carlos;575;80;63;47;63;67;79;76
France;Montpellier;Ligue 1;#575 TÃ©ji Savanier;575;80;60;76;84;82;68;68
Portugal;Real Betis;La Liga;#575 William Carvalho;575;80;37;68;78;76;76;84
Iran;Inter milan;Serie A;#575 Mehdi Taremi;575;80;78;79;75;81;38;73
Angleterre;Everton;Premier League;#575 James Tarkowski;575;80;47;45;64;59;81;81
France;West Ham;Premier League;#575 Jean-Clair Todibo;575;80;81;47;64;69;80;78
Espagne;FC Barcelona;La Liga;#575 Ferran Torres;575;80;84;78;76;81;35;68
Mali;Real Sociedad;La Liga;#575 Hamari TraorÃ©;575;80;82;57;72;76;75;78
Portugal;RB Leipzig;Bundesliga;#575 AndrÃ© Silva;575;80;74;80;71;81;46;77
France;OL;Ligue 1;#575 Jordan Veretout;575;80;75;75;78;79;75;80
Allemagne;Spurs;Premier League;#575 Timo Werner;575;80;91;79;69;80;35;69
Pays-Bas;Brighton;Premier League;#575 Mats Wieffer;575;80;70;66;74;75;76;83
Belgique;AtlÃ©tico Madrid;La Liga;#575 Axel Witsel;575;80;34;63;77;75;83;75
France;Paris SG;Ligue 1;#575 Warren ZaÃ¯re-Emery;575;80;79;68;77;80;75;78
Cameroun;SSC Napoli;Serie A;#575 AndrÃ©-Franck Zambo Anguissa;575;80;75;67;71;76;77;88
Espagne;Real Sociedad;La Liga;#575 Zubeldia;575;80;78;63;74;73;80;82
Allemagne;Borussia Dortmund;Bundesliga;#734 Karim Adeyemi;734;79;96;73;71;81;34;70
Maroc;Real Sociedad;La Liga;#734 Nayef Aguerd;734;79;67;50;64;64;81;75
AlgÃ©rie;Wolves;Premier League;#734 Rayan AÃ¯t-Nouri;734;79;84;52;73;82;73;70
Espagne;Villarreal CF;La Liga;#734 RaÃºl Albiol;734;79;33;41;62;63;83;67
Espagne;AFC Bournemouth;Premier League;#734 Kepa;734;79;78;77;83;82;40;77
Italie;CÃ´me;Serie A;#734 Emil Audero;734;79;80;74;73;83;53;76
Argentine;Real Betis;La Liga;#734 Ezequiel Ãvila;734;79;77;80;65;77;45;85
Espagne;AtlÃ©tico Madrid;La Liga;#734 Azpilicueta;734;79;59;55;76;72;81;74
Espagne;Villarreal CF;La Liga;#734 Ãlex Baena;734;79;74;75;80;78;65;67
Argentine;OM;Ligue 1;#734 Leonardo Balerdi;734;79;64;45;62;68;80;77
Espagne;Athletic Club;La Liga;#734 Yuri Berchiche;734;79;79;68;74;75;77;83
Italie;Fiorentina;Serie A;#734 Cristiano Biraghi;734;79;72;69;78;76;76;73
Pays-Bas;Stade Brestois 29;Ligue 1;#734 Marco Bizot;734;79;79;76;72;80;46;79
France;FC Bayern MÃ¼nchen;Bundesliga;#734 Sacha Boey;734;79;82;55;66;77;78;80
Angleterre;Everton;Premier League;#734 Jarrad Branthwaite;734;79;71;37;53;59;79;77
Pologne;OGC Nice;Ligue 1;#734 Marcin BuÅ‚ka;734;79;79;76;71;81;27;79
BrÃ©sil;Wolves;Premier League;#734 Matheus Cunha;734;79;84;78;76;83;44;75
Pologne;Aston Villa;Premier League;#734 Matty Cash;734;79;77;66;71;75;75;76
Argentine;Lazio;Serie A;#734 Valentin Castellanos;734;79;72;79;69;75;42;77
Espagne;CA Osasuna;La Liga;#734 Catena;734;79;65;39;63;53;80;78
Espagne;Real Madrid;La Liga;#734 Dani Ceballos;734;79;63;70;79;82;70;67
Angleterre;Chelsea;Premier League;#734 Ben Chilwell;734;79;76;60;78;77;75;72
BrÃ©sil;OGC Nice;Ligue 1;#734 Dante;734;79;32;52;69;65;81;79
Belgique;Atalanta Bergame;Serie A;#734 Charles De Ketelaere;734;79;69;77;78;81;55;70
Pays-Bas;Atalanta Bergame;Serie A;#734 Marten de Roon;734;79;64;71;75;75;82;83
France;Stade Brestois 29;Ligue 1;#734 Romain Del Castillo;734;79;84;76;78;81;42;65
Bosnie-HerzÃ©govine;VfB Stuttgart;Bundesliga;#734 Ermedin DemiroviÄ‡;734;79;69;81;72;77;41;79
SÃ©nÃ©gal;Lazio;Serie A;#734 Boulaye Dia;734;79;81;80;62;77;27;75
BrÃ©sil;AtlÃ©tico Madrid;La Liga;#734 Samuel Lino;734;79;83;70;73;80;51;66
France;Aston Villa;Premier League;#734 Lucas Digne;734;79;73;68;78;76;76;74
MacÃ©doine du Nord;Valencia CF;La Liga;#734 Stole Dimitrievski;734;79;78;80;74;79;36;78
France;Chelsea;Premier League;#734 Axel Disasi;734;79;57;48;60;59;80;81
Mali;Crystal Palace;Premier League;#734 Cheick DoucourÃ©;734;79;65;57;70;75;76;76
Angleterre;Brighton;Premier League;#734 Lewis Dunk;734;79;41;52;68;65;80;80
Espagne;Valencia CF;La Liga;#734 Hugo Duro;734;79;73;79;67;76;47;75
Italie;AS Roma;Serie A;#734 Stephan El Shaarawy;734;79;82;75;76;83;49;62
MacÃ©doine du Nord;RB Leipzig;Bundesliga;#734 Eljif Elmas;734;79;73;72;74;82;66;67
Espagne;Real Sociedad;La Liga;#734 Aritz Elustondo;734;79;64;39;64;61;80;77
Ã‰cosse;Bologne;Serie A;#734 Lewis Ferguson;734;79;75;78;75;80;73;82
Pays-Bas;Brentford;Premier League;#734 Mark Flekken;734;79;80;74;83;82;32;77
Allemagne;VfB Stuttgart;Bundesliga;#734 Chris FÃ¼hrich;734;79;83;69;72;85;51;59
Espagne;Rayo Vallecano;La Liga;#734 Ãlvaro GarcÃ­a;734;79;88;69;75;78;51;43
Argentine;Man Utd;Premier League;#734 Alejandro Garnacho;734;79;86;75;72;81;37;59
Pays-Bas;RB Leipzig;Bundesliga;#734 Lutsharel Geertruida;734;79;75;57;70;76;79;78
Angleterre;Notting. Forest;Premier League;#734 Morgan Gibbs-White;734;79;75;74;79;80;57;69
Espagne;CA Osasuna;La Liga;#734 Moi GÃ³mez;734;79;66;75;80;78;61;61
Portugal;Paris SG;Ligue 1;#734 JoÃ£o Neves;734;79;81;68;75;80;75;80
Allemagne;Fiorentina;Serie A;#734 Robin Gosens;734;79;72;74;73;75;76;80
Angleterre;OM;Ligue 1;#734 Mason Greenwood;734;79;83;80;75;81;36;60
Espagne;Athletic Club;La Liga;#734 Guruzeta;734;79;75;79;71;78;42;80
CÃ´te d'Ivoire;CD LeganÃ©s;La Liga;#734 SÃ©bastien Haller;734;79;56;79;63;75;51;73
Angleterre;Crystal Palace;Premier League;#734 Dean Henderson;734;79;80;76;78;81;55;75
France;M'gladbach;Bundesliga;#734 Franck Honorat;734;79;80;77;77;78;53;63
Japon;FC Bayern MÃ¼nchen;Bundesliga;#734 Hiroki Ito;734;79;77;57;71;72;80;75
SÃ©nÃ©gal;Chelsea;Premier League;#734 Nicolas Jackson;734;79;83;78;65;80;40;73
Angleterre;Liverpool;Premier League;#734 Curtis Jones;734;79;68;71;75;81;70;75
Serbie;AC milan;Serie A;#734 Luka JoviÄ‡;734;79;75;79;68;79;30;72
Allemagne;RB Leipzig;Bundesliga;#734 Lukas Klostermann;734;79;82;50;64;70;81;76
Allemagne;Francfort;Bundesliga;#734 Robin Koch;734;79;65;38;61;65;80;76
Bosnie-HerzÃ©govine;Atalanta Bergame;Serie A;#734 Sead KolaÅ¡inac;734;79;64;63;67;68;79;83
RÃ©publique centrafricaine;OM;Ligue 1;#734 Geoffrey Kondogbia;734;79;67;71;75;75;80;88
Italie;Lazio;Serie A;#734 Manuel Lazzari;734;79;93;62;76;82;70;66
CorÃ©e du Sud;Paris SG;Ligue 1;#734 Lee Kang In;734;79;74;74;80;82;50;66
France;Stade Brestois 29;Ligue 1;#734 Pierre Lees-Melou;734;79;62;72;78;77;73;76
Gabon;Wolves;Premier League;#734 Mario Lemina;734;79;69;67;75;75;78;80
Colombie;Crystal Palace;Premier League;#734 Jefferson Lerma;734;79;72;71;71;74;77;81
Autriche;SC Freiburg;Bundesliga;#734 Philipp Lienhart;734;79;69;28;59;64;81;75
Portugal;Chelsea;Premier League;#734 Pedro Neto;734;79;88;74;72;83;31;59
Portugal;OL;Ligue 1;#734 Anthony Lopes;734;79;80;76;69;83;65;76
Espagne;Girona FC;La Liga;#734 Pau LÃ³pez;734;79;77;77;79;82;48;80
France;RB Leipzig;Bundesliga;#734 Castello Lukeba;734;79;70;43;68;73;80;73
Belgique;Sevilla FC;La Liga;#734 Dodi LukÃ©bakio;734;79;84;78;70;82;31;59
Espagne;Chelsea;Premier League;#734 Robert SÃ¡nchez;734;79;79;77;75;80;58;79
Pays-Bas;Aston Villa;Premier League;#734 Ian Maatsen;734;79;86;65;75;81;72;63
Argentine;RCD Majorque;La Liga;#734 Pablo Maffeo;734;79;82;52;70;79;76;70
Portugal;Wolves;Premier League;#734 JosÃ© SÃ¡;734;79;80;75;70;81;52;78
Ã‰gypte;Francfort;Bundesliga;#734 Omar Marmoush;734;79;89;78;66;83;32;71
Espagne;Girona FC;La Liga;#734 Arnau MartÃ­nez;734;79;80;50;72;74;74;70
MontÃ©nÃ©gro;Lazio;Serie A;#734 Adam MaruÅ¡iÄ‡;734;79;87;66;67;74;76;80
France;Crystal Palace;Premier League;#734 Jean-Philippe Mateta;734;79;76;78;63;73;39;82
Espagne;Getafe CF;La Liga;#734 Borja Mayoral;734;79;71;80;71;77;39;67
RD Congo;OM;Ligue 1;#734 Chancel Mbemba;734;79;73;57;65;68;80;81
Serbie;Notting. Forest;Premier League;#734 Nikola MilenkoviÄ‡;734;79;58;45;62;62;79;82
Japon;AS Monaco;Ligue 1;#734 Takumi Minamino;734;79;79;74;75;82;40;64
Angleterre;Aston Villa;Premier League;#734 Tyrone Mings;734;79;64;44;67;64;78;80
Allemagne;VfB Stuttgart;Bundesliga;#734 Maximilian MittelstÃ¤dt;734;79;74;62;72;77;77;72
Espagne;Notting. Forest;Premier League;#734 Ãlex Moreno;734;79;79;66;74;77;76;68
France;Leverkusen;Bundesliga;#734 Nordi Mukiele;734;79;77;49;68;71;80;80
Argentine;AtlÃ©tico Madrid;La Liga;#734 Juan Musso;734;79;79;77;73;82;44;81
Danemark;Brighton;Premier League;#734 Matt O'Riley;734;79;69;77;80;77;67;76
Suisse;M'gladbach;Bundesliga;#734 Jonas Omlin;734;79;79;77;76;82;52;75
Espagne;Villarreal CF;La Liga;#734 Ayoze PÃ©rez;734;79;78;73;76;82;58;65
Italie;Juventus;Serie A;#734 Mattia Perin;734;79;79;79;71;81;57;79
Italie;Monza;Serie A;#734 Matteo Pessina;734;79;68;70;77;78;72;71
Serbie;Strasbourg;Ligue 1;#734 ÄorÄ‘e PetroviÄ‡;734;79;79;78;73;81;41;77
JamaÃ¯que;Brentford;Premier League;#734 Ethan Pinnock;734;79;67;36;56;61;81;83
Espagne;Villarreal CF;La Liga;#734 Yeremy Pino;734;79;76;73;76;79;38;46
Portugal;Paris SG;Ligue 1;#734 GonÃ§alo Ramos;734;79;76;77;64;77;47;81
Ã‰tats-Unis;Fulham;Premier League;#734 Antonee Robinson;734;79;88;46;71;77;74;77
Espagne;Girona FC;La Liga;#734 Oriol Romeu;734;79;40;54;68;67;79;81
France;OM;Ligue 1;#734 Valentin Rongier;734;79;65;65;75;78;75;78
Danemark;Union Berlin;Bundesliga;#734 Frederik RÃ¸nnow;734;79;79;79;69;81;47;78
Argentine;OM;Ligue 1;#734 GerÃ³nimo Rulli;734;79;78;76;80;81;54;79
NorvÃ¨ge;Borussia Dortmund;Bundesliga;#734 Julian Ryerson;734;79;75;63;70;76;76;80
SÃ©nÃ©gal;Spurs;Premier League;#734 Pape Matar Sarr;734;79;70;65;75;78;76;75
Italie;Atalanta Bergame;Serie A;#734 Gianluca Scamacca;734;79;65;81;67;74;36;74
Pays-Bas;Torino;Serie A;#734 Perr Schuurs;734;79;69;64;74;69;81;74
SlovÃ©nie;RB Leipzig;Bundesliga;#734 Benjamin Å eÅ¡ko;734;79;85;78;63;77;46;78
Portugal;SSC Napoli;Serie A;#734 MÃ¡rio Rui;734;79;80;56;77;80;74;68
CÃ´te d'Ivoire;AS Monaco;Ligue 1;#734 Wilfried Singo;734;79;77;57;70;73;77;83
Pologne;Bologne;Serie A;#734 Åukasz Skorupski;734;79;79;76;68;83;51;78
RÃ©publique tchÃ¨que;West Ham;Premier League;#734 TomÃ¡Å¡ SouÄek;734;79;50;72;71;68;80;83
Italie;SSC Napoli;Serie A;#734 Leonardo Spinazzola;734;79;88;65;74;79;76;69
Italie;Fiorentina;Serie A;#734 Pietro Terracciano;734;79;80;77;73;83;41;79
France;Leverkusen;Bundesliga;#734 Martin Terrier;734;79;82;80;75;79;36;72
Ã‰cosse;Arsenal;Premier League;#734 Kieran Tierney;734;79;80;60;75;77;76;75
Pays-Bas;Arsenal;Premier League;#734 JurriÃ«n Timber;734;79;78;47;67;76;80;78
Italie;Atalanta Bergame;Serie A;#734 Rafael TolÃ³i;734;79;61;52;58;64;81;79
Croatie;Torino;Serie A;#734 Nikola VlaÅ¡iÄ‡;734;79;75;76;76;82;58;72
Angleterre;West Ham;Premier League;#734 Aaron Wan-Bissaka;734;79;82;51;68;77;77;72
Angleterre;Notting. Forest;Premier League;#734 James Ward-Prowse;734;79;57;73;86;75;66;72
Allemagne;M'gladbach;Bundesliga;#734 Julian Weigl;734;79;54;64;76;75;74;73
RD Congo;Brentford;Premier League;#734 Yoane Wissa;734;79;85;79;70;79;29;71
Suisse;AS Monaco;Ligue 1;#734 Denis Zakaria;734;79;80;67;72;76;78;84
Italie;Atalanta Bergame;Serie A;#734 Davide Zappacosta;734;79;76;68;74;75;76;70
Kosovo;LOSC Lille;Ligue 1;#734 Edon Zhegrova;734;79;85;71;76;82;25;62
Ukraine;Arsenal;Premier League;#734 Oleksandr Zinchenko;734;79;66;66;83;82;76;69
Pays-Bas;Man Utd;Premier League;#734 Joshua Zirkzee;734;79;73;77;72;83;37;73
BrÃ©sil;Inter milan;Serie A;#734 Carlos Augusto;734;79;81;72;77;80;75;80
Arabie saoudite;AS Roma;Serie A;#967 Saud Abdulhamid;967;78;92;46;67;72;71;77
Angleterre;AC milan;Serie A;#967 Tammy Abraham;967;78;78;76;65;75;36;77
Angleterre;Chelsea;Premier League;#967 Tosin Adarabioyo;967;78;72;35;63;63;78;78
Maroc;Leverkusen;Bundesliga;#967 Amine Adli;967;78;83;76;69;82;42;74
Ghana;Celta Vigo;La Liga;#967 Joseph Aidoo;967;78;75;27;47;50;77;88
Paraguay;Newcastle Utd;Premier League;#967 Miguel AlmirÃ³n;967;78;87;75;73;80;57;65
Allemagne;1. FSV Mainz 05;Bundesliga;#967 Nadiem Amiri;967;78;67;74;80;82;60;69
JamaÃ¯que;West Ham;Premier League;#967 Michail Antonio;967;78;77;74;72;76;54;82
Uruguay;Getafe CF;La Liga;#967 Mauro Arambarri;967;78;60;65;72;74;78;78
France;Chelsea;Premier League;#967 BenoÃ®t Badiashile;967;78;62;47;67;60;78;77
Portugal;Leicester City;Premier League;#967 Ricardo Pereira;967;78;73;66;76;77;77;71
France;OGC Nice;Ligue 1;#967 Melvin Bard;967;78;78;52;69;74;75;76
Angleterre;Aston Villa;Premier League;#967 Ross Barkley;967;78;53;75;78;77;63;74
Espagne;Real Betis;La Liga;#967 Marc Bartra;967;78;68;61;71;72;78;75
Allemagne;Borussia Dortmund;Bundesliga;#967 Maximilian Beier;967;78;89;79;65;79;26;60
Italie;CÃ´me;Serie A;#967 Andrea Belotti;967;78;69;77;58;75;38;80
Espagne;Celta Vigo;La Liga;#967 Fran BeltrÃ¡n;967;78;58;56;77;75;76;66
AlgÃ©rie;OL;Ligue 1;#967 SaÃ¯d Benrahma;967;78;73;75;75;82;40;57
AlgÃ©rie;Borussia Dortmund;Bundesliga;#967 Ramy Bensebaini;967;78;75;70;70;75;78;77
AlgÃ©rie;LOSC Lille;Ligue 1;#967 Nabil Bentaleb;967;78;52;72;77;79;71;75
Allemagne;TSG Hoffenheim;Bundesliga;#967 Mergim Berisha;967;78;71;79;72;75;37;72
France;OM;Ligue 1;#967 Lilian Brassier;967;78;69;37;65;69;79;75
Croatie;CA Osasuna;La Liga;#967 Ante Budimir;967;78;59;79;52;74;35;77
Argentine;Aston Villa;Premier League;#967 Emiliano BuendÃ­a;967;78;69;74;80;82;66;66
Angleterre;Newcastle Utd;Premier League;#967 Dan Burn;967;78;42;36;67;63;77;84
Portugal;Wolves;Premier League;#967 NÃ©lson Semedo;967;78;80;56;69;78;74;73
Italie;Arsenal;Premier League;#967 Riccardo Calafiori;967;78;69;65;70;72;78;77
France;OL;Ligue 1;#967 Maxence Caqueret;967;78;75;62;75;79;75;73
Angleterre;Crystal Palace;Premier League;#967 Trevoh Chalobah;967;78;67;50;67;67;78;78
Italie;Fiorentina;Serie A;#967 Andrea Colpani;967;78;76;76;78;78;65;70
BrÃ©sil;Notting. Forest;Premier League;#967 Murillo;967;78;72;43;61;67;78;82
RÃ©publique tchÃ¨que;West Ham;Premier League;#967 VladimÃ­r Coufal;967;78;65;56;72;73;77;80
Angleterre;Chelsea;Premier League;#967 Kiernan Dewsbury-Hall;967;78;67;71;77;78;69;77
Albanie;Atalanta Bergame;Serie A;#967 Berat Djimsiti;967;78;65;39;59;48;80;79
Serbie;CD LeganÃ©s;La Liga;#967 Marko DmitroviÄ‡;967;78;76;77;78;78;37;79
Japon;SC Freiburg;Bundesliga;#967 Ritsu Doan;967;78;78;64;74;83;40;60
Pays-Bas;Union Berlin;Bundesliga;#967 Danilho Doekhi;967;78;58;42;59;65;78;80
Angleterre;Liverpool;Premier League;#967 Harvey Elliott;967;78;74;71;77;81;53;50
Danemark;Man Utd;Premier League;#967 Christian Eriksen;967;78;50;74;83;76;53;50
Uruguay;Rayo Vallecano;La Liga;#967 Alfonso Espino;967;78;87;63;68;73;75;82
BrÃ©sil;OL;Ligue 1;#967 Lucas Perri;967;78;81;73;80;81;35;75
Portugal;Juventus;Serie A;#967 Francisco ConceiÃ§Ã£o;967;78;87;67;71;83;36;50
France;Chelsea;Premier League;#967 Wesley Fofana;967;78;67;40;60;65;80;75
Pologne;RC Lens;Ligue 1;#967 PrzemysÅ‚aw Frankowski;967;78;90;72;75;76;70;73
Espagne;FC Barcelona;La Liga;#967 Eric GarcÃ­a;967;78;62;44;70;70;80;71
Espagne;CA Osasuna;La Liga;#967 RubÃ©n GarcÃ­a;967;78;76;76;79;78;45;52
Espagne;Real Madrid;La Liga;#967 Fran GarcÃ­a;967;78;89;49;69;77;71;69
Italie;Juventus;Serie A;#967 Federico Gatti;967;78;75;37;51;61;80;76
BrÃ©sil;Wolves;Premier League;#967 JoÃ£o Gomes;967;78;70;65;72;74;76;75
Espagne;UD Las Palmas;La Liga;#967 CampaÃ±a;967;78;65;72;81;79;68;71
BrÃ©sil;LOSC Lille;Ligue 1;#967 Ismaily;967;78;76;64;73;78;73;75
AlgÃ©rie;Stade Rennais FC;Ligue 1;#967 Amine Gouiri;967;78;77;80;75;79;45;71
France;RC Lens;Ligue 1;#967 Jonathan Gradit;967;78;69;29;63;69;78;79
Pays-Bas;Liverpool;Premier League;#967 Ryan Gravenberch;967;78;71;76;77;81;68;73
Autriche;SC Freiburg;Bundesliga;#967 Michael Gregoritsch;967;78;53;79;70;70;42;76
Espagne;Celta Vigo;La Liga;#967 Guaita;967;78;78;77;78;78;48;77
Turquie;Real Madrid;La Liga;#967 Arda GÃ¼ler;967;78;72;73;80;82;52;50
Allemagne;SC Freiburg;Bundesliga;#967 Christian GÃ¼nter;967;78;78;58;70;71;74;82
Espagne;Athletic Club;La Liga;#967 Ander Herrera;967;78;59;71;78;78;79;74
Espagne;CA Osasuna;La Liga;#967 Sergio Herrera;967;78;78;77;75;78;47;76
SuÃ¨de;Atalanta Bergame;Serie A;#967 Isak Hien;967;78;70;37;49;56;78;78
BrÃ©sil;Fulham;Premier League;#967 Andreas Pereira;967;78;74;77;80;78;66;69
Danemark;Man Utd;Premier League;#967 Rasmus HÃ¸jlund;967;78;85;77;59;74;33;84
CorÃ©e du Sud;Wolves;Premier League;#967 Hwang Hee Chan;967;78;84;77;70;78;39;74
Espagne;Celta Vigo;La Liga;#967 Borja Iglesias;967;78;62;80;66;74;40;77
Japon;Stade de Reims;Ligue 1;#967 Junya Ito;967;78;87;69;74;79;58;68
Espagne;Real Betis;La Liga;#967 Juanmi;967;78;78;77;71;80;31;62
Pays de Galles;Spurs;Premier League;#967 Brennan Johnson;967;78;89;74;72;78;43;59
Angleterre;Wolves;Premier League;#967 Sam Johnstone;967;78;79;79;69;80;41;76
Espagne;D. AlavÃ©s;La Liga;#967 Joan JordÃ¡n;967;78;54;75;78;75;69;75
France;Juventus;Serie A;#967 Pierre Kalulu;967;78;78;50;68;69;79;74
SlovÃ©nie;RB Leipzig;Bundesliga;#967 Kevin Kampl;967;78;52;66;79;81;64;59
Italie;Fiorentina;Serie A;#967 Moise Kean;967;78;84;76;58;76;40;75
France;OGC Nice;Ligue 1;#967 GaÃ«tan Laborde;967;78;70;79;76;79;40;79
SuÃ¨de;Man Utd;Premier League;#967 Victor LindelÃ¶f;967;78;52;51;73;72;80;74
Angleterre;Newcastle Utd;Premier League;#967 Tino Livramento;967;78;83;50;70;79;74;73
Portugal;Manchester City;Premier League;#967 Matheus Nunes;967;78;83;71;74;81;73;76
Angleterre;Chelsea;Premier League;#967 Noni Madueke;967;78;90;72;72;82;38;67
Danemark;VfL Wolfsburg;Bundesliga;#967 Joakim MÃ¦hle;967;78;76;57;71;74;73;78
Croatie;VfL Wolfsburg;Bundesliga;#967 Lovro Majer;967;78;62;73;80;83;60;71
France;Stade Rennais FC;Ligue 1;#967 Steve Mandanda;967;78;75;77;74;79;49;77
Angleterre;Brighton;Premier League;#967 Solly March;967;78;75;71;76;79;67;65
