Nationalité,Club,Nom,Position,Poste,Note,VIT,TIR,PAS,DRI,DEF,PHY
Allemagne,VfB Stuttgart,#2309 Jamie Leweling,MD,2309,74,85,69,64,76,42,73
Pologne,Torino,#2309 Karol Linetty,MC,2309,74,56,63,71,74,72,66
France,Havre AC,#2309 Gautier Lloris,DC,2309,74,40,36,54,56,74,77
Espagne,Rayo Vallecano,#2309 Unai López,MDC,2309,74,70,70,77,76,67,68
France,VfL Bochum 1848,#2309 Anthony Losilla,MDC,2309,74,42,59,66,71,72,74
Croatie,OL,#2309 Dejan Lovren,DC,2309,74,50,40,58,58,74,74
Rép. d'Irlande,Southampton,#2309 Ryan Manning,DG,2309,74,69,60,72,73,68,71
France,OM,#2309 Neal Maupay,BU,2309,74,69,75,67,72,41,72
États-Unis,Toulouse FC,#2309 Mark McKenzie,DC,2309,74,81,36,50,64,73,78
Portugal,Getafe CF,#2309 Domingos Duarte,DC,2309,74,47,36,57,52,75,75
Gambie,Brighton,#2309 Yankuba Minteh,MD,2309,74,95,65,61,79,45,56
Macédoine du Nord,Girona FC,#2309 Bojan Miovski,BU,2309,74,73,76,58,71,29,73
Italie,Genoa,#2309 Fabio Miretti,MC,2309,74,75,60,75,76,66,70
Espagne,D. Alavés,#2309 Stoichkov,MG,2309,74,73,76,69,75,46,71
Espagne,Rayo Vallecano,#2309 Joni Montiel,MOC,2309,74,70,76,75,77,50,60
Espagne,RCD Majorque,#2309 Manu Morlanes,MC,2309,74,67,64,75,73,69,68
Cameroun,OM,#2309 Faris Pemi Moumbagna,BU,2309,74,89,72,57,68,29,81
Allemagne,VfL Wolfsburg,#2309 Marius Müller,G,2309,74,75,71,59,78,30,75
Espagne,Real Sociedad,#2309 Aihen Muñoz,DG,2309,74,77,54,69,73,72,70
Espagne,UD Las Palmas,#2309 Javi Muñoz,MC,2309,74,72,65,71,73,65,78
Espagne,UD Las Palmas,#2309 Alex Muñoz,DC,2309,74,78,67,63,63,74,81
Panama,OM,#2309 Amir Murillo,DD,2309,74,82,57,68,71,69,73
Autriche,1. FSV Mainz 05,#2309 Phillipp Mwene,DG,2309,74,80,54,66,75,68,69
Japon,Stade de Reims,#2309 Keito Nakamura,MG,2309,74,77,72,70,76,41,69
Allemagne,M'gladbach,#2309 Luca Netz,DG,2309,74,77,48,69,72,71,66
France,Montpellier,#2309 Arnaud Nordin,MD,2309,74,81,71,70,76,37,56
Ghana,OL,#2309 Ernest Nuamah,AD,2309,74,85,67,63,79,24,62
Brésil,SSC Napoli,#2309 Juan Jesus,DC,2309,74,60,33,51,60,76,71
Rép. d'Irlande,Ipswich Town,#2309 Dara O'Shea,DC,2309,74,67,33,55,58,75,76
Nigeria,Udinese,#2309 Maduka Okoye,G,2309,74,73,72,68,78,24,74
Kenya,Stade de Reims,#2309 Joseph Okumu,DC,2309,74,78,41,56,63,73,77
Brésil,VfL Wolfsburg,#2309 Rogério,DG,2309,74,75,53,68,76,70,59
Suède,Aston Villa,#2309 Robin Olsen,G,2309,74,74,70,76,74,35,76
Côte d'Ivoire,Havre AC,#2309 Christopher Operi,DG,2309,74,77,61,69,72,68,71
Nigeria,OL,#2309 Gift Orban,BU,2309,74,77,79,62,73,18,62
Ukraine,VfL Bochum 1848,#2309 Ivan Ordets,DC,2309,74,54,53,49,46,75,80
Allemagne,SC Freiburg,#2309 Patrick Osterhage,MDC,2309,74,76,60,68,73,72,75
Burkina Faso,AFC Bournemouth,#2309 Dango Ouattara,MG,2309,74,85,68,65,77,47,57
France,Real Betis,#2309 Romain Perraud,DG,2309,74,69,72,73,74,71,71
Allemagne,SV Werder Bremen,#2309 Amos Pieper,DC,2309,74,63,32,52,52,77,75
Italie,Bologne,#2309 Tommaso Pobega,MC,2309,74,74,76,71,75,75,78
Autriche,TSG Hoffenheim,#2309 Alexander Prass,MC,2309,74,82,65,73,75,69,76
Italie,Fiorentina,#2309 Luca Ranieri,DC,2309,74,70,41,59,68,77,63
Allemagne,M'gladbach,#2309 Rocco Reitz,MC,2309,74,73,68,70,76,71,65
Kosovo,FC Augsburg,#2309 Elvis Rexhbeçaj,MC,2309,74,59,66,71,74,68,74
Suisse,VfB Stuttgart,#2309 Fabian Rieder,MOC,2309,74,73,69,71,75,51,63
Espagne,CD Leganés,#2309 Óscar,MC,2309,74,56,76,76,74,58,54
France,CD Leganés,#2309 Valentin Rosier,DD,2309,74,83,52,67,73,70,76
France,Union Berlin,#2309 Jérôme Roussillon,DG,2309,74,80,65,69,74,71,74
Maroc,LOSC Lille,#2309 Osame Sahraoui,MG,2309,74,81,60,66,80,45,54
Mali,TSG Hoffenheim,#2309 Diadié Samassékou,MDC,2309,74,59,49,61,71,74,72
Espagne,Real Valladolid,#2309 Javi Sánchez,DC,2309,74,68,56,55,61,74,76
Espagne,D. Alavés,#2309 Manu Sánchez,DG,2309,74,73,44,62,68,72,60
Italie,Lecce,#2309 Nicola Sansone,MOC,2309,74,71,71,70,78,44,54
Géorgie,Empoli,#2309 Saba Sazonov,DC,2309,74,63,40,58,61,74,75
États-Unis,M'gladbach,#2309 Joe Scally,DD,2309,74,74,49,64,71,71,72
Hongrie,Union Berlin,#2309 András Schäfer,MC,2309,74,74,62,69,75,65,66
Angleterre,AFC Bournemouth,#2309 Alex Scott,MC,2309,74,73,62,73,79,65,68
Ghana,Stade Rennais FC,#2309 Alidu Seidu,DC,2309,74,58,43,61,70,75,67
Angleterre,Fulham,#2309 Ryan Sessegnon,DG,2309,74,77,64,72,76,71,64
Sénégal,Stade Brestois 29,#2309 Abdallah Sima,MG,2309,74,89,73,66,72,41,72
Mali,VfL Bochum 1848,#2309 Ibrahima Sissoko,MC,2309,74,56,60,70,68,71,85
Espagne,D. Alavés,#2309 Sivera,G,2309,74,74,72,75,76,57,73
Espagne,CD Leganés,#2309 Juan Soriano,G,2309,74,74,70,68,76,37,73
Suède,Celta Vigo,#2309 Carl Starfelt,DC,2309,74,75,31,53,68,74,76
Allemagne,SV Werder Bremen,#2309 Niklas Stark,DC,2309,74,74,50,62,66,74,76
Croatie,Real Sociedad,#2309 Luka Sučić,MOC,2309,74,79,73,74,74,49,69
Slovaquie,Hellas Vérone,#2309 Tomáš Suslov,MD,2309,74,78,71,72,76,52,71
Hongrie,TSG Hoffenheim,#2309 Attila Szalai,DC,2309,74,72,45,62,63,74,79
Angleterre,Newcastle Utd,#2309 Matt Targett,DG,2309,74,65,47,71,70,73,66
Argentine,D. Alavés,#2309 Nahuel Tenaglia,DD,2309,74,71,43,65,72,74,79
Espagne,Paris SG,#2309 Arnau Tenas,G,2309,74,73,70,80,77,52,72
Allemagne,FC Augsburg,#2309 Phillip Tietz,BU,2309,74,65,74,56,68,33,79
Brésil,OM,#2309 Luis Henrique,MG,2309,74,82,67,71,73,45,72
Espagne,FC Barcelona,#2309 Pablo Torre,MOC,2309,74,72,64,76,76,45,53
Italie,Monza,#2309 Stefano Turati,G,2309,74,75,71,71,78,35,74
États-Unis,Crystal Palace,#2309 Matt Turner,G,2309,74,74,72,67,74,40,73
Allemagne,FC Bayern München,#2309 Sven Ulreich,G,2309,74,75,69,62,79,41,73
Portugal,Latium,#2309 Nuno Tavares,DG,2309,74,84,65,69,72,68,76
Mexique,Genoa,#2309 Johan Vásquez,DC,2309,74,61,32,58,57,74,75
Belgique,Union Berlin,#2309 Yorbe Vertessen,BU,2309,74,89,73,66,74,34,70
Espagne,Celta Vigo,#2309 Iván Villar,G,2309,74,73,72,71,76,32,74
Grèce,Newcastle Utd,#2309 Odysseas Vlachodimos,G,2309,74,75,73,66,74,43,74
États-Unis,Juventus,#2309 Timothy Weah,MD,2309,74,85,70,67,75,63,69
Suisse,1. FSV Mainz 05,#2309 Silvan Widmer,DD,2309,74,72,62,70,72,71,77
Cameroun,Stade Rennais FC,#2309 Christopher Wooh,DC,2309,74,68,45,57,62,73,76
Russie,Real Sociedad,#2309 Arsen Zakharyan,MG,2309,74,79,70,74,72,53,60
Suisse,VfL Wolfsburg,#2309 Cédric Zesiger,DC,2309,74,67,43,57,61,73,80
Angleterre,AFC Bournemouth,#2871 Max Aarons,DD,2871,73,81,42,62,73,69,74
Algérie,Angers SCO,#2871 Himad Abdelli,MOC,2871,73,65,68,70,73,60,73
Espagne,RCD Espanyol,#2871 Aguado,MC,2871,73,74,63,73,74,64,65
Maroc,Villarreal CF,#2871 Ilias,AD,2871,73,74,70,68,74,28,57
Côte d'Ivoire,Latium,#2871 Jean-Daniel Akpa Akpro,MC,2871,73,70,67,70,74,72,75
Espagne,Getafe CF,#2871 Aleñá,MC,2871,73,67,69,72,75,58,60
Maroc,Real Valladolid,#2871 Selim Amallah,MOC,2871,73,67,73,73,71,64,74
Espagne,CA Osasuna,#2871 Areso,DD,2871,73,72,34,65,68,69,70
Nigeria,Southampton,#2871 Joe Aribo,MC,2871,73,74,64,72,76,66,77
Allemagne,SC Freiburg,#2871 Noah Atubolu,G,2871,73,73,69,70,74,35,72
Portugal,VfL Wolfsburg,#2871 Tiago Tomás,BU,2871,73,83,70,58,76,39,69
Croatie,Genoa,#2871 Milan Badelj,MDC,2871,73,44,61,71,71,70,70
Guinée-Bissau,Stade Brestois 29,#2871 Mama Baldé,BU,2871,73,85,71,65,72,49,76
Cameroun,Brighton,#2871 Carlos Baleba,MDC,2871,73,77,50,65,74,68,77
Argentine,Sevilla FC,#2871 Valentín Barco,DG,2871,73,76,50,75,77,65,60
Guinée,LOSC Lille,#2871 Mohamed Bayo,BU,2871,73,67,75,60,72,26,65
Rép. d'Irlande,Southampton,#2871 Gavin Bazunu,G,2871,73,74,72,74,76,47,69
Allemagne,VfL Wolfsburg,#2871 Kevin Behrens,BU,2871,73,67,72,51,66,42,85
Maroc,AS Monaco,#2871 Eliesse Ben Seghir,MOC,2871,73,77,73,65,77,28,54
RD Congo,Montpellier,#2871 Dimitry Bertaud,G,2871,73,73,69,72,75,53,72
Allemagne,SV Werder Bremen,#2871 Leonardo Bittencourt,MOC,2871,73,65,67,71,80,57,59
France,Parma,#2871 Yoan Bonny,BU,2871,73,87,73,67,76,32,70
Serbie,CD Leganés,#2871 Darko Brašanac,MC,2871,73,50,69,72,70,72,71
Chili,Southampton,#2871 Ben Brereton Díaz,AG,2871,73,80,73,66,73,41,78
Albanie,Everton,#2871 Armando Broja,BU,2871,73,74,73,53,72,30,75
Argentine,Leicester City,#2871 Facundo Buonanotte,MD,2871,73,75,67,70,76,30,52
États-Unis,Venezia,#2871 Gianluca Busio,MC,2871,73,73,64,72,76,63,65
France,AS Saint-Étienne,#2871 Mathieu Cafaro,MG,2871,73,75,68,70,75,47,65
Suède,Ipswich Town,#2871 Jens-Lys Cajuste,MDC,2871,73,67,62,69,74,68,74
Italie,Monza,#2871 Luca Caldirola,DC,2871,73,32,42,63,59,76,65
Espagne,RCD Espanyol,#2871 Calero,DC,2871,73,62,42,65,65,73,69
Sénégal,AS Monaco,#2871 Lamine Camara,MC,2871,73,79,65,73,74,57,59
Espagne,Rayo Vallecano,#2871 Sergio Camello,BU,2871,73,70,74,65,75,28,56
Espagne,Valencia CF,#2871 Sergi Canós,MG,2871,73,71,73,71,74,60,72
France,RCD Espanyol,#2871 Irvin Cardona,BU,2871,73,84,72,66,72,28,64
Venezuela,Toulouse FC,#2871 Cristian Cásseres Jr,MDC,2871,73,77,64,67,71,72,74
Argentine,Bologne,#2871 Santiago Castro,BU,2871,73,79,73,59,73,40,65
Danemark,Fiorentina,#2871 Oliver Christensen,G,2871,73,75,70,69,79,44,69
Australie,Parma,#2871 Alessandro Circati,DC,2871,73,61,35,53,49,74,74
Italie,Empoli,#2871 Lorenzo Colombo,BU,2871,73,68,75,51,70,29,72
Suisse,Real Valladolid,#2871 Eray Cömert,DC,2871,73,71,49,62,56,73,77
Espagne,Villarreal CF,#2871 Diego Conde,G,2871,73,73,73,64,74,43,73
France,FC Nantes,#2871 Nicolas Cozza,DG,2871,73,73,41,61,70,74,68
Espagne,UD Las Palmas,#2871 Pejiño,MD,2871,73,92,74,68,74,36,60
Allemagne,1. FSV Mainz 05,#2871 Danny da Costa,DD,2871,73,75,56,64,69,70,79
Brésil,OL,#2871 Abner Vinícius,DG,2871,73,82,52,72,73,66,63
Danemark,Brentford,#2871 Mikkel Damsgaard,MC,2871,73,81,69,71,78,61,65
Angleterre,Brentford,#2871 Josh Dasilva,MC,2871,73,71,71,72,74,64,74
Pologne,Hellas Vérone,#2871 Paweł Dawidowicz,DC,2871,73,50,48,62,63,74,74
Espagne,CD Leganés,#2871 Miguel,BU,2871,73,71,73,54,73,31,77
Pays-Bas,OM,#2871 Jeffrey de Lange,G,2871,73,73,69,74,73,56,73
Belgique,Stade de Reims,#2871 Thibault De Smet,DG,2871,73,67,52,64,68,68,72
Sénégal,Strasbourg,#2871 Habib Diarra,MC,2871,73,68,63,69,73,69,70
Côte d'Ivoire,AJ Auxerre,#2871 Sinaly Diomandé,DC,2871,73,65,46,61,58,73,76
Rép. d'Irlande,Wolves,#2871 Matt Doherty,DD,2871,73,67,65,69,69,72,73
Brésil,Notting. Forest,#2871 Carlos Miguel,G,2871,73,71,74,69,71,17,73
Mali,Stade Brestois 29,#2871 Kamory Doumbia,MOC,2871,73,69,67,70,76,57,59
Allemagne,VfL Bochum 1848,#2871 Patrick Drewes,G,2871,73,74,71,67,75,30,71
Maroc,RCD Espanyol,#2871 Omar El Hilali,DD,2871,73,82,41,63,67,70,73
Pays-Bas,Strasbourg,#2871 Emanuel Emegha,BU,2871,73,81,71,56,69,30,74
Paraguay,Brighton,#2871 Julio César Enciso,MOC,2871,73,77,72,68,78,32,50
France,FC Augsburg,#2871 Samuel Essende,BU,2871,73,74,71,49,67,26,82
Espagne,Villarreal CF,#2871 Kiko Femenía,DD,2871,73,69,56,69,67,71,65
Suisse,Stade Brestois 29,#2871 Edimilson Fernandes,DC,2871,73,69,65,70,72,76,68
Angleterre,West Ham,#2871 Wes Foderingham,G,2871,73,74,71,72,75,44,72
Angleterre,Spurs,#2871 Fraser Forster,G,2871,73,72,71,67,75,28,74
Espagne,Girona FC,#2871 Francés,DC,2871,73,78,45,64,63,73,76
Allemagne,M'gladbach,#2871 Marvin Friedrich,DC,2871,73,62,41,57,50,75,71
Espagne,UD Las Palmas,#2871 Manu Fuster,MG,2871,73,78,68,73,71,52,48
Italie,Cagliari,#2871 Gianluca Gaetano,MOC,2871,73,63,70,71,75,51,61
France,Stade Rennais FC,#2871 Gauthier Gallon,G,2871,73,74,71,72,75,40,73
France,TSG Hoffenheim,#2871 Valentin Gendrey,DD,2871,73,79,34,59,66,68,73
Allemagne,Heidenheim,#2871 Benedikt Gimber,DC,2871,73,64,48,59,57,74,77
Espagne,RCD Espanyol,#2871 Sergi Gómez,DC,2871,73,61,46,61,59,73,72
Espagne,RCD Espanyol,#2871 José Gragera,MDC,2871,73,59,50,66,66,74,75
Angleterre,Spurs,#2871 Archie Gray,MDC,2871,73,75,60,70,74,70,72
Espagne,Valencia CF,#2871 Hugo Guillamón,MDC,2871,73,57,53,67,64,74,71
Allemagne,SC Freiburg,#2871 Manuel Gulde,DC,2871,73,57,40,51,56,75,69
Espagne,Rayo Vallecano,#2871 Gumbau,MC,2871,73,53,66,76,69,72,68
Angleterre,Newcastle Utd,#2871 Lewis Hall,DG,2871,73,74,62,74,75,68,59
Maroc,Hellas Vérone,#2871 Abdou Harroui,MC,2871,73,69,70,70,74,67,73
Allemagne,VfL Bochum 1848,#2871 Philipp Hofmann,BU,2871,73,51,72,55,65,37,80
Angleterre,Crystal Palace,#2871 Rob Holding,DC,2871,73,47,34,58,63,75,69
Allemagne,SC Freiburg,#2871 Lucas Höler,BU,2871,73,69,73,54,63,51,79
Angleterre,Bologne,#2871 Samuel Iling-Junior,MG,2871,73,81,61,69,78,37,55
Angleterre,Ipswich Town,#2871 Ben Johnson,DD,2871,73,72,40,63,68,73,71
France,AJ Auxerre,#2871 Paul Joly,DD,2871,73,66,34,60,58,73,72
France,Montpellier,#2871 Christopher Jullien,DC,2871,73,54,50,62,56,72,77
Allemagne,SV Werder Bremen,#2871 Anthony Jung,DC,2871,73,63,62,65,66,74,74
République tchèque,TSG Hoffenheim,#2871 David Jurásek,DG,2871,73,82,61,68,72,67,75
Côte d'Ivoire,Udinese,#2871 Hassane Kamara,DG,2871,73,82,59,67,73,67,74
Pologne,VfL Wolfsburg,#2871 Jakub Kamiński,MG,2871,73,82,64,66,77,48,58
Chypre,Hellas Vérone,#2871 Grigoris Kastanos,MOC,2871,73,76,70,72,75,55,65
Allemagne,Stade de Reims,#2871 Reda Khadra,MOC,2871,73,85,67,68,77,48,67
Burkina Faso,RC Lens,#2871 Hervé Koffi,G,2871,73,75,69,68,76,56,67
Mali,Montpellier,#2871 Boubakar Kouyaté,DC,2871,73,61,36,50,58,73,76
Suède,Newcastle Utd,#2871 Emil Krafth,DD,2871,73,53,58,68,70,75,70
Ghana,SC Freiburg,#2871 Daniel-Kofi Kyereh,MOC,2871,73,74,70,66,78,31,56
Croatie,FC Augsburg,#2871 Nediljko Labrović,G,2871,73,76,70,63,74,40,73
Autriche,M'gladbach,#2871 Stefan Lainer,DD,2871,73,70,62,65,67,73,75
Pérou,Cagliari,#2871 Gianluca Lapadula,BU,2871,73,68,73,61,72,39,71
Danemark,TSG Hoffenheim,#2871 Jacob Bruun Larsen,MG,2871,73,81,72,70,73,55,66
Espagne,Real Valladolid,#2871 Latasa,BU,2871,73,69,73,55,67,22,68
Autriche,Torino,#2871 Valentino Lazaro,MG,2871,73,71,69,73,74,64,65
France,FC Nantes,#2871 Johann Lepenant,MDC,2871,73,69,56,67,71,69,69
Angleterre,Brentford,#2871 Keane Lewis-Potter,AG,2871,73,78,67,65,76,44,65
Espagne,Real Betis,#2871 Iker Losada,MD,2871,73,76,73,73,71,34,55
Slovénie,Udinese,#2871 Sandi Lovrič,MDC,2871,73,49,64,72,72,68,69
Australie,Ipswich Town,#2871 Massimo Luongo,MDC,2871,73,59,67,67,71,70,77
Grèce,Bologne,#2871 Charalampos Lykogiannis,DG,2871,73,77,70,71,66,69,71
Congo,Cagliari,#2871 Antoine Makoumbou,MDC,2871,73,72,59,67,76,68,78
États-Unis,Heidenheim,#2871 Lennard Maloney,MDC,2871,73,64,44,56,60,75,86
Espagne,Girona FC,#2871 Juan Carlos,G,2871,73,72,73,72,73,59,71
Serbie,VfL Bochum 1848,#2871 Erhan Mašović,DC,2871,73,61,33,49,56,75,69
Espagne,UD Las Palmas,#2871 Mata,BU,2871,73,61,72,63,70,38,72
Italie,Côme,#2871 Luca Mazzitelli,MC,2871,73,40,62,75,71,64,68
Écosse,UD Las Palmas,#2871 Oli McBurnie,BU,2871,73,54,72,58,68,34,81
Côte d'Ivoire,OM,#2871 Bamo Meïté,DC,2871,73,54,33,47,58,75,70
Brésil,AJ Auxerre,#2871 Jubal,DC,2871,73,46,39,46,56,73,76
Espagne,RCD Espanyol,#2871 Pere Milla,BU,2871,73,73,73,70,73,51,66
Pologne,Brighton,#2871 Jakub Moder,MC,2871,73,61,70,74,72,70,71
France,FC Nantes,#2871 Florent Mollet,MOC,2871,73,66,72,77,75,51,63
Espagne,Lecce,#2871 Tete Morente,MG,2871,73,80,70,72,72,44,69
Brésil,Stade de Reims,#2871 Gabriel Moscardo,MDC,2871,73,70,52,62,70,71,78
Kosovo,SC Freiburg,#2871 Florent Muslija,MOC,2871,73,78,67,71,77,30,49
Brésil,Strasbourg,#2871 Andrey Santos,MC,2871,73,74,65,70,75,70,69
Suède,Strasbourg,#2871 Sebastian Nanasi,MG,2871,73,70,64,71,77,32,65
Belgique,SSC Napoli,#2871 Cyril Ngonge,MD,2871,73,83,72,67,75,35,64
France,Sevilla FC,#2871 Tanguy Nianzou,DC,2871,73,60,37,55,63,72,75
Allemagne,M'gladbach,#2871 Moritz Nicolas,G,2871,73,76,74,68,77,21,70
Allemagne,SV Werder Bremen,#2871 Justin Njinmah,BU,2871,73,90,75,62,73,30,59
France,Francfort,#2871 Niels Nkounkou,DG,2871,73,78,49,69,75,66,73
Danemark,Bologne,#2871 Jens Odgaard,BU,2871,73,73,73,68,72,42,77
France,Spurs,#2871 Wilson Odobert,MG,2871,73,86,67,64,75,30,49
Rép. d'Irlande,Ipswich Town,#2871 Chiedozie Ogbene,DD,2871,73,91,65,66,74,64,78
Espagne,RCD Espanyol,#2871 Brian Oliván,DG,2871,73,78,60,71,68,66,76
Autriche,1. FSV Mainz 05,#2871 Karim Onisiwo,BU,2871,73,75,71,63,71,50,83
Belgique,Milano FC,#2871 Divock Origi,BU,2871,73,71,72,66,72,27,72
Angleterre,FC Augsburg,#2871 Reece Oxford,DC,2871,73,57,33,54,61,74,67
Espagne,RCD Espanyol,#2871 Pacheco,G,2871,73,73,72,68,73,44,72
France,FC Nantes,#2871 Nicolas Pallois,DC,2871,73,34,54,58,57,73,78
États-Unis,VfL Wolfsburg,#2871 Kevin Paredes,MG,2871,73,78,59,66,78,58,49
Allemagne,FC Bayern München,#2871 Aleksandar Pavlović,MDC,2871,73,69,60,75,72,68,65
Argentine,Udinese,#2871 Martín Payero,MC,2871,73,70,65,73,76,63,73
Norvège,Torino,#2871 Marcus Holmgren Pedersen,MD,2871,73,89,49,68,72,65,68
Danemark,FC Augsburg,#2871 Mads Pedersen,DG,2871,73,82,52,65,73,67,67
Espagne,FC Barcelona,#2871 Iñaki Peña,G,2871,73,72,68,77,73,35,72
Espagne,Real Valladolid,#2871 Luis Pérez,DD,2871,73,87,47,60,66,67,76
Espagne,Valencia CF,#2871 Fran Pérez,MD,2871,73,75,68,70,74,39,56
Espagne,Real Valladolid,#2871 Kike Pérez,MC,2871,73,60,64,71,77,59,54
Autriche,VfL Wolfsburg,#2871 Pavao Pervan,G,2871,73,72,73,69,75,30,70
Italie,Monza,#2871 Andrea Petagna,BU,2871,73,47,73,67,72,35,78
Italie,Genoa,#2871 Andrea Pinamonti,BU,2871,73,70,75,53,71,27,71
Espagne,RCD Majorque,#2871 Abdón Prats,BU,2871,73,68,75,61,73,29,67
Autriche,Union Berlin,#2871 Leopold Querfeld,DC,2871,73,61,40,55,51,72,82
Espagne,CD Leganés,#2871 Dani Raba,MD,2871,73,64,72,73,72,40,65
Espagne,Girona FC,#2871 Juanpe,DC,2871,73,50,37,55,49,72,77
Roumanie,Rayo Vallecano,#2871 Andrei Rațiu,DD,2871,73,88,56,65,67,69,66
Maroc,Fiorentina,#2871 Amir Richardson,MC,2871,73,73,64,69,72,67,74
Serbie,Celta Vigo,#2871 Mihailo Ristić,DG,2871,73,75,64,66,73,67,68
Danemark,Brentford,#2871 Mads Roerslev,DD,2871,73,68,45,69,70,70,70
Espagne,RCD Majorque,#2871 Leo Román,G,2871,73,71,72,69,75,49,70
Espagne,Sevilla FC,#2871 Isaac,BU,2871,73,71,73,69,70,23,62
Italie,Bergamo Calcio,#2871 Matteo Ruggeri,MG,2871,73,67,57,70,70,70,72
Maroc,Fiorentina,#2871 Abdelhamid Sabiri,MOC,2871,73,59,71,71,75,59,74
Mali,Montpellier,#2871 Modibo Sagnan,DC,2871,73,66,32,58,56,73,76
Espagne,Sevilla FC,#2871 Kike Salas,DC,2871,73,63,26,46,52,74,74
Espagne,Real Valladolid,#2871 Iván Sánchez,MD,2871,73,69,66,74,78,39,42
Espagne,RCD Majorque,#2871 Antonio Sánchez,MD,2871,73,74,66,73,73,65,75
Sénégal,Havre AC,#2871 Arouna Sangante,DC,2871,73,58,34,59,59,73,75
Ghana,Crystal Palace,#2871 Jeffrey Schlupp,AG,2871,73,75,71,68,74,70,69
Allemagne,Heidenheim,#2871 Jan Schöppner,MDC,2871,73,60,57,63,62,75,79
Italie,Cagliari,#2871 Simone Scuffet,G,2871,73,73,71,65,76,50,72
Angola,Cagliari,#2871 Zito Luvumbo,BU,2871,73,87,70,66,78,46,66
Serbie,D. Alavés,#2871 Aleksandar Sedlar,DC,2871,73,43,43,51,51,74,77
États-Unis,Union Berlin,#2871 Jordan Siebatcheu,BU,2871,73,55,72,61,71,39,76
France,SC Freiburg,#2871 Kiliann Sildillia,DD,2871,73,68,30,61,68,74,71
Allemagne,Union Berlin,#2871 Tim Skarke,BU,2871,73,85,74,63,75,47,68
Rép. d'Irlande,Southampton,#2871 Will Smallbone,MC,2871,73,63,64,68,75,67,66
Suède,FC St. Pauli,#2871 Eric Smith,DC,2871,73,65,57,66,66,72,78
Angleterre,AFC Bournemouth,#2871 Adam Smith,DD,2871,73,65,59,70,70,72,70
Portugal,UD Las Palmas,#2871 Fábio Silva,BU,2871,73,74,73,58,74,31,72
Norvège,Empoli,#2871 Ola Solbakken,MD,2871,73,81,69,66,73,37,69
Angleterre,Southampton,#2871 Jack Stephens,DC,2871,73,42,42,62,66,74,73
Chili,Toulouse FC,#2871 Gabriel Suazo,DG,2871,73,71,59,69,71,69,75
Bosnie-Herzégovine,TSG Hoffenheim,#2871 Haris Tabaković,BU,2871,73,63,73,52,65,29,80
Maroc,Havre AC,#2871 Oussama Targhalline,MC,2871,73,50,63,70,72,68,57
Cameroun,Hellas Vérone,#2871 Jackson Tchatchoua,DD,2871,73,88,56,62,72,66,79
Espagne,RCD Espanyol,#2871 Álvaro Tejero,DD,2871,73,82,64,69,71,65,69
Allemagne,Heidenheim,#2871 Omar Haktab Traoré,DD,2871,73,81,51,61,70,69,71
Rép. d'Irlande,AFC Bournemouth,#2871 Mark Travers,G,2871,73,73,69,70,76,40,73
Angleterre,Ipswich Town,#2871 Axel Tuanzebe,DC,2871,73,80,36,62,68,72,70
France,Southampton,#2871 Lesley Ugochukwu,MDC,2871,73,64,57,68,68,72,75
Espagne,Real Madrid,#2871 Vallejo,DC,2871,73,66,42,56,64,74,63
Belgique,RCD Majorque,#2871 Siebe Van der Heyden,DC,2871,73,59,34,57,53,74,74
Serbie,SV Werder Bremen,#2871 Miloš Veljković,DC,2871,73,34,33,53,59,74,74
Espagne,D. Alavés,#2871 Villalibre,BU,2871,73,74,74,56,70,39,81
Italie,Cagliari,#2871 Nicolas Viola,MOC,2871,73,47,72,78,75,58,61
Angleterre,Crystal Palace,#2871 Joel Ward,DD,2871,73,51,52,68,65,77,68
Allemagne,VfL Bochum 1848,#2871 Maximilian Wittek,DG,2871,73,74,67,68,72,67,72
Angleterre,Ipswich Town,#2871 Luke Woolfenden,DC,2871,73,68,35,61,63,72,79
Angleterre,Everton,#2871 Ashley Young,DD,2871,73,60,64,75,74,72,70
Slovénie,Toulouse FC,#2871 Miha Zajc,MC,2871,73,66,75,74,74,64,64
Maroc,RC Lens,#2871 Anass Zaroury,MG,2871,73,84,66,68,76,27,61
Algérie,LOSC Lille,#2871 Akim Zedadka,DD,2871,73,79,55,65,68,67,65
Maroc,D. Alavés,#3509 Abdelkabir Abqar,DC,3509,72,46,31,49,53,74,67
Angleterre,FC St. Pauli,#3509 Dapo Afolayan,AD,3509,72,80,69,65,73,48,71
France,Sevilla FC,#3509 Lucien Agoumé,MC,3509,72,61,54,69,73,69,70
Allemagne,SV Werder Bremen,#3509 Felix Agu,DG,3509,72,85,47,60,75,66,62
Espagne,UD Las Palmas,#3509 Marvin,MD,3509,72,88,61,68,71,60,71
Côte d'Ivoire,OL,#3509 Paul Akouokou,MDC,3509,72,54,56,68,70,71,63
Belgique,VfB Stuttgart,#3509 Ameen Al Dakhil,DC,3509,72,70,27,51,62,72,73
Argentine,Celta Vigo,#3509 Tadeo Allende,MD,3509,72,80,74,65,69,36,73
France,FC Nantes,#3509 Kelvin Amian,DD,3509,72,78,48,61,67,70,79
France,AS Saint-Étienne,#3509 Dennis Appiah,DD,3509,72,70,39,59,65,72,74
Colombie,Girona FC,#3509 Yáser Asprilla,AD,3509,72,77,68,69,75,50,62
Italie,Cagliari,#3509 Tommaso Augello,DG,3509,72,72,55,68,71,67,59
